Document Title,Year,Abstract,IEEE Terms,Author Keywords,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Volume,Issue,Start Page,End Page,ISSN,ISBNs,DOI,Funding Information,PDF Link,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,MeSH Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,,,,,,,,,,,
Data retrieval for client projects: Matching data onto an ontology map to produce a relevance assessment,2016,"Discerning relevant data is becoming more difficult, time consuming, and costly as the amount of data available dramatically increases. Currently, consulting firms strive to use data to support client's business decisions with evidence. To be effective at this, consultants must consider the applicability of both internal and external data libraries to their clients' requirements. Frequently, evaluating the applicability of data sets is a manual process, which can be costly to the firm and the client. This paper describes a technical approach to automate this process. Specifically, it details the structure of a software application, named UVa Open Miner, capable of assessing the applicability of data sources to client projects. This UVa Open Miner aims to maximize the scale and diversity of candidate data sets, increase the relevance of data found, and maintain manageable computational complexity. UVa Open Miner consists of two segments: mapping and matching. The mapping component text mines web pages to identify an ontology of keywords describing the business requirement. This enables users to handle diverse business requirements from various industry verticals. The matching component scores data sets based on a relevance factor obtained from the ontology map. To validate the application, subject matter experts provided business requirements for a problem in their domain, and validated the application's results. Professionals in environment science, political science and policy-making fields found the application to be useful. Therefore, the application, along with the framework used, can be refactored into a reusable solution for consulting firms to use for their clients.",Business;Electronic publishing;Encyclopedias;Information retrieval;Natural language processing;Ontologies,Information Retrieval;Meta Data;Ontology;Text Mining,T. Banach; F. Kong; Z. Liu; D. Surapaneni; R. Bailey; D. E. Brown,"Department of Systems and Information Engineering, University of Virginia",2016 IEEE Systems and Information Engineering Design Symposium (SIEDS),20160613,,,227,232,,Electronic:978-1-5090-0970-1; POD:978-1-5090-0971-8,10.1109/SIEDS.2016.7489304,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7489304,Internet;business data processing;computational complexity;data mining;information retrieval;ontologies (artificial intelligence);text analysis,UVa Open Miner;Web page mining;business requirement;candidate data sets;client business decision support;client projects;client requirements;computational complexity;consulting firms;data matching;data retrieval;data sources;environment science;external data libraries;internal data libraries;mapping component text;ontology map;policy-making fields;political science;relevance assessment;relevance factor;software application;subject matter experts,,1,,22,,,,29-29 April 2016,,IEEE,IEEE Conference Publications,,,,,,,,,,,
"Open data, crowdsourcing, and city planning",2014,"With the development of information technologies, open data released by central and local governments and crowdsourcing means are emerging in China. In this article, we first address this phenomenon by describing open data source, open data, and crowdsourcing datasets. We secondly address case studies on using open data are elaborated, most of which are developed by a recently-established network city lab Beijing City Lab (BCL, http://longy.jimdo.com). Lastly, we address the potential opportunities for public participation in urban planning and public governance for urban management in detail.",Cities and towns;Computational modeling;Government,Beijing City Lab (BCL);city planning;crowdsourcing;open data;public governance;public paticipation,M. Mao; Y. Long,"Planning information centre Beijing Municipal Institute of City Planning & Design, China",2014 22nd International Conference on Geoinformatics,20141110,,,1,4,2161-024X;2161024X,Electronic:978-1-4799-5714-9; POD:978-1-4799-5715-6,10.1109/GEOINFORMATICS.2014.6950829,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6950829,public administration;public domain software;town and country planning,Beijing City Lab;China;central governments;city planning;crowdsourcing datasets;information technologies;local governments;open data source;public governance;public participation;recently-established network city lab;urban management;urban planning,,2,,9,,,,25-27 June 2014,,IEEE,IEEE Conference Publications,,,,,,,,,,,
A data consolidation platform for a web-based energy information system,2015,"Large energy consumers have recently experienced increasing pressure to reduce their energy consumption. The South African government therefore adapted legislation to provide financial incentives through Demand Side Management and tax incentive programmes aimed at conserving energy. However, to benefit from these programmes energy consumers need energy reporting tools to accurately manage their consumption. Therefore, a comprehensive data consolidation platform was developed. This platform provides users with a framework to import energy data and production data from multiple sources. The resulting dataset thus enables users to produce the required reports. Customised processing modules can also be added to the platform without adapting the plat-form's structure. These processing modules reformat files and save it in a generic format. These generic files are then archived and imported into the generic database. The platform was successfully implemented and used to consolidate data from nine large energy consumers in South Africa. The data consolidation platform was then combined with an on-line energy management system to produce reports. Three presented reports were then compiled from the comprehensive database and these comply with industry standards and templates. The generic data consolidation platform therefore allows users to manage energy related data by consolidating it into a single comprehensive data set. Energy report generation is simplified by combining the platform with an energy management system.",Africa;Coal;Electronic mail;Indexes,Data consolidation;Demand Side Management;Energy information;Resource reporting;Tax incentive,I. M. Prinsloo; J. N. du Plessis; H. G. Brand,"North-West University, CRCED-Pretoria, South Africa",2015 International Conference on the Industrial and Commercial Use of Energy (ICUE),20151001,,,110,116,2166-0581;21660581,Electronic:978-0-6206-5913-0; POD:978-1-4673-9370-6,10.1109/ICUE.2015.7280255,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7280255,demand side management;energy management systems;information systems;legislation;taxation,South African government;Web-based energy information system;demand side management;energy consumption reduction;energy data;energy reporting tools;financial incentives;generic data consolidation platform;generic database;generic file format;generic format;legislation;online energy management system;production data;tax incentive programmes,,,,6,,,,18-19 Aug. 2015,,IEEE,IEEE Conference Publications,,,,,,,,,,,
Fuseviz: A framework for web-based data fusion and visualization in smart environments,2012,"Recent advances in technology and algorithms for smart environments have made it possible to collect and store large amounts of data about many aspects of human life and the surrounding environment with limited effort and cost. However, such data become useful to lay users with no background in data analysis only if they are presented in a fashion that supports intuitive interaction to spot the patterns and trends, thus transforming the data into valuable information. In this paper, we introduce FuseViz, a framework for Web-based fusion and visualization of data in smart environments. FuseViz addresses the challenges posed by large, live, heterogeneous, and dynamic data streams from autonomous data sources, and lay users, with two basic features: fusion and visualization. CouchDB, a schemaless database with a ReSTful API and MapReduce support, is used to fuse data streams from multiple sources, while Web-based visualization is implemented on top of D3, a JavaScript library for manipulation of data-driven documents. We demonstrate the capabilities of FuseViz with E<sup>2</sup>Home, a case study application for energy-efficient smart home environments. We show how the precise information provided by E<sup>2</sup>Home can help the user easily improve the home energy efficiency by more than 10%.",,CouchDB;D3;MapReduce;data fusion;data visualization;smart environments,G. Ghidini; S. K. Das; V. Gupta,Center for Research in Wireless Mobility and Networking The University of Texas at Arlington,2012 IEEE 9th International Conference on Mobile Ad-Hoc and Sensor Systems (MASS 2012),20130516,,,468,472,2155-6806;21556806,Electronic:978-1-4673-2433-5; POD:978-1-5090-0001-2,10.1109/MASS.2012.6502550,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6502550,Internet;Java;application program interfaces;data visualisation;database management systems;home computing;sensor fusion,CouchDB;E2Home;FuseViz;JavaScript library;MapReduce support;ReSTful API;Web-based data fusion;autonomous data sources;data visualization;data-driven documents;dynamic data streams;energy-efficient smart home environments;home energy efficiency;human life;schemaless database;smart environments,,3,,30,,,,8-11 Oct. 2012,,IEEE,IEEE Conference Publications,,,,,,,,,,,
Achieving Common Operational Data (COD): A conceptual informational framework using the Unified Incident Command and Decision Support�?(UICDS�? approach,2012,"Common Operational Data (COD) is the essential building block of emergency information sharing. This paper describes how a Conceptual Interoperability Framework is being operationalized by UICDS, a national middleware developed by the Department of Homeland Security (DHS) and deployed across the country. The interoperability model defines three layers essential to composing an information sharing system: data, integration, and presentation. UICDS employs the principles of this model using international data exchange standards to achieve COD. UICDS links to existing applications and enables two-way, collaborative sharing of data through the integration layer. Content in the integration layer is managed by UICDS allowing applications to obtain and compose coherent views of the current situation. Overcoming the information sharing obstacles of governance and process is aided by having an operational integration layer which handles security, data ownership, and information sharing agreements in a flexible way that is defined by local concepts of operations. Finally, the UICDS concept of sharing only a fraction of data, that which is useful to manage relationships among organizations, contributes to building trust among the sharing partners.",Data models;Information management;Interoperability;Middleware;Standards;Terrorism;US Government,COP;information sharing;interoperability,J. M. Contestabile; J. W. Morentz,"Homeland Protection, Johns Hopkins University Applied Physics Laboratory, Laurel, Maryland, USA",2012 IEEE Conference on Technologies for Homeland Security (HST),20130214,,,238,243,,Electronic:978-1-4673-2709-1; POD:978-1-4673-2708-4,10.1109/THS.2012.6459855,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6459855,decision support systems;electronic data interchange;emergency management;national security;open systems,COD;DHS;UICDS;common operational data;conceptual informational framework;conceptual interoperability framework;data ownership;department of homeland security;emergency information sharing;international data exchange standards;operational integration layer;unified incident command and decision support approach,,1,,,,,,13-15 Nov. 2012,,IEEE,IEEE Conference Publications,,,,,,,,,,,
Estimation of unknown parameters in system dynamics models using the Method of Simulated Moments,2013,"In principle the Method of Simulated Moments (MSM) combines simulation-based methods (e.g. Monte Carlo methods) with non-parametric statistical estimations techniques such as General Method of Moments (GMM). The MSM is useful when there are empirical data related to the behavior of different entities. Different statistical moments (e.g. mean, variance, correlation, etc.) of empirical data can be matched against the moments of model-generated data in order to estimate some structural parameters of the model. In this paper, we introduce the MSM as a non-parametric method of estimating the parameters of dynamic models. The major value of the MSM for estimating dynamic models is in its flexibility to be used with any type of data, including cross-sectional data and time series data.",Biological system modeling;Computational modeling;Data models;Estimation;Numerical models;Time series analysis,,H. R. M. S. Jalali; H. Ghoddusi,"Ind. & Syst. Eng., Virginia Tech, Falls Church, VA, USA",2013 Winter Simulations Conference (WSC),20140127,,,1212,1222,0891-7736;08917736,Electronic:978-1-4799-3950-3; POD:978-1-4799-3727-1,10.1109/WSC.2013.6721509,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6721509,Monte Carlo methods;method of moments;nonparametric statistics;parameter estimation;simulation;time series,GMM;MSM;Monte Carlo method;cross-sectional data;dynamic model;general method of moment;method of simulated moment;nonparametric statistical estimation;parameter estimation;simulation-based method;statistical moments;system dynamics model;time series data,,0,,18,,,,8-11 Dec. 2013,,IEEE,IEEE Conference Publications,,,,,,,,,,,
Bridging the Gap between Spatial Data Sources and Mashup Applications,2014,"Utilizing online spatial data sources to create added values has been quite common in modern Web applications. Through client-side mashup techniques, one can efficiently integrate some popular spatial data services (e.g., Google Maps) through their well-defined interfaces as well as useful tools for mashup. However, many other spatial data providers lack of resources or motivations to provide such rich data services like Google Maps. Instead, they may provide only limited service functionalities, such as static files download only. Furthermore, their data formats and interfaces are vastly heterogeneous. This introduces many more difficulties in data integration, especially for spatial vector data, to which the data accesses often require queries with spatial predicates. Moreover, they may not guarantee system performance in responding client requests. Therefore, all these create a gap between het-erogeneous spatial data sources and mashup applications. To address the problem, we envision a server-side spatial data mashup platform that can provide a unified interface with rich data access functionality on top of these heterogeneous spatial data sources. This paper presents the architecture and a proto-type of such a data mashup platform for spatial vector data specifically. In addition to the typical on-the-fly approach of mashup, the platform can also preload data from data sources with limited system capacities to provide more controllable performance. We demonstrate the effectiveness of this platform through an example web application accessing the integrated data from the platform. This paper further evaluates the system performance and shows the performance tradeoffs of deploying this server-side platform.",Data integration;Data mining;Data models;Engines;Mashups;Spatial databases;Vectors,Data Integration;Mashup;Sever-side Platform;Spatial Vector Data;WFS,W. Zhou; C. H. Chi; C. Wang; R. Wong; C. Ding,"Comput. Inf., CSIRO, Hobart, TAS, Australia",2014 IEEE International Congress on Big Data,20140925,,,554,561,2379-7703;23797703,Electronic:978-1-4799-5057-7; POD:978-1-4799-5058-4,10.1109/BigData.Congress.2014.86,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6906828,Internet;spatial data structures;visual databases,Google Maps;Web applications;client-side mashup techniques;data formats;data integration;heterogeneous spatial data sources;mashup applications;online spatial data sources;server-side spatial data mashup platform;spatial data services;spatial vector data,,0,,21,,,,June 27 2014-July 2 2014,,IEEE,IEEE Conference Publications,,,,,,,,,,,
Automated linked data generation from the transport administration domain,2015,"The Linked Data approach in data publishing allows the users and their data-driven applications to have broader use cases which encompass various data sources, either publicly available on the Web, or in private repositories. The use of W3C standards in publishing such data enables uniform access across platforms. Transport information today has higher importance to the citizens and society than ever and accessing the right information at the right time can improve the quality of everyday life for many people in the world. In this paper, we describe our approach of building a system for automated Linked Data generation from the transportation domain. We used the data from the Swedish Transport Administration (STA) as a specific case study. For the purpose of RDF annotation, we developed the Transport Administration Ontology (TAO). The resulting five-star data enables advanced use case scenarios over the original STA data, which we also demonstrate with our web application.",Cities and towns;Ontologies;Resource description framework;Roads;Standards;XML,Automated Systems;Linked Data;Open Data;Swedish Transport Administration;Transport Administration Ontology,B. Najdenov; G. Petkovski; M. Jovanovik; R. Stojanov; D. Trajanov,"Lund University, School of Economics and Management, Lund, Sweden",2015 23rd Telecommunications Forum Telfor (TELFOR),20160111,,,827,830,,CD-ROM:978-1-5090-0054-8; Electronic:978-1-5090-0055-5; POD:978-1-5090-0056-2,10.1109/TELFOR.2015.7377593,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7377593,Internet;electronic publishing;information retrieval;ontologies (artificial intelligence);traffic information systems;transportation,RDF annotation;STA;STA data;Swedish Transport Administration;TAO;W3C standards;Web application;automated Linked Data generation;data publishing;data sources;data-driven applications;private repositories;transport administration ontology;transportation domain,,,,8,,,,24-26 Nov. 2015,,IEEE,IEEE Conference Publications,,,,,,,,,,,
"Interoperability in Big, Open, and Linked Data--Organizational Maturity, Capabilities, and Data Portfolios",2014,"Defining their data interoperability maturity level, expanding capabilities, and developing a data portfolio can help guide organizations as they move toward ubiquitous information sharing.",Big data;Collaboration;Electronic government;Interoperability;Open systems;Portfolios;Standards organizations,big data;big data capabilities;data portfolio;e-government;interoperability;open data,M. Janssen; E. Estevez; T. Janowski,Delft University of Technology,Computer,20141016,47,10,44,49,0018-9162;00189162,,10.1109/MC.2014.290,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6926683,Big Data;Capability Maturity Model;open systems;organisational aspects;ubiquitous computing,Big data;Open data;data interoperability maturity level;data portfolio;linked data;organisation capability expansion;organizational maturity;ubiquitous information sharing,,9,,8,,,,Oct. 2014,,IEEE,IEEE Journals & Magazines,,,,,,,,,,,
E-Cycle: An offgrid solution for rural electrification,2016,"Statistics show that more than 18,452 villages in India are still unelectrified with more than 890,000 rural households having no access to lighting at all. Since the current electrification schemes are not affordable for rural households, the major challenge was to develop an affordable solution that can be easily used by the villagers. Bicycles are extensively used by villagers. The annual demand for bicycles in India is 2.5 million bicycles per year. In this paper, we propose an innovative methodology to generate and store energy produced during the cycling process and use it later for lighting rural households. We also have integrated a solar panel into our system to allow energy to be generated while the bicycle is not in use but is outdoors during the daytime. This paper describes the design and development of an Energy Cycle (E-Cycle). The complete system was tested extensively to understand the amount of energy generated with respect to the bicycling speed, duration of cycling, etc., as well as the rate of energy produced from the solar panel during cycling and non-cycling periods during varying weather and seasonal conditions. Results show that one bicycle is capable of generating energy for lighting a rural house for 18-20 hours per day.",Batteries;Bicycles;Generators;Lighting;Mechanical energy;Solar panels;Wheels,bicycle;dynamo;rural electrification;solar panel,S. Amritanand; P. Divya; U. G. Gosh; T. Vinod,"XI Standard, Amrita Vidyalayam, Puthiyakavu, Karunagapally, Kollam, Kerala, India",2016 IEEE Global Humanitarian Technology Conference (GHTC),20170216,,,507,513,,Electronic:978-1-5090-2432-2; POD:978-1-5090-2433-9; USB:978-1-5090-2431-5,10.1109/GHTC.2016.7857327,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7857327,bicycles;building integrated photovoltaics;lighting,E-Cycle;India;bicycle;cycling process;energy cycle development;energy generating;innovative methodology;offgrid solution;rural electrification;rural house lighting;rural household lighting;solar panel,,,,,,,,13-16 Oct. 2016,,IEEE,IEEE Conference Publications,,,,,,,,,,,
Semantic web-based aggregation of Indonesian open development data,2014,"Open data published by the various stakeholders of Indonesian development together paint a comprehensive picture on the state of development in Indonesia. However, at present such data are published through separate outlets and in various different formats. To increase the value of existing available open data on Indonesian development, this paper aims to create a web-based software application that uses Semantic Web technologies to aggregate open data on Indonesian development from multiple sources. The resulting application was evaluated by users and was found to have satisfied users' needs.",Data models;OWL;Ontologies;Resource description framework;Standards;Vocabulary,Indonesia;OWL;RDF;Semantic Web;development;linked data;open data,T. A. Nugraha; W. Gambetta,"School of Electrical Engineering and Informatics, Institut Teknologi Bandung, Bandung, Indonesia",2014 International Conference on Data and Software Engineering (ICODSE),20150319,,,1,6,,Electronic:978-1-4799-7996-7; POD:978-1-4799-7997-4,10.1109/ICODSE.2014.7062669,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7062669,government data processing;open systems;public administration;semantic Web,Indonesian development;Indonesian government;Web-based software application;open data aggregation;semantic Web technology,,1,,9,,,,26-27 Nov. 2014,,IEEE,IEEE Conference Publications,,,,,,,,,,,
Open Government Data Visualization System to Facilitate Evidence-Based Debate Using a Large-Scale Interactive Display,2014,"In this study, we develop an evidence-based debate system using visual information to represent Open Government Data, which allows governments and ministries to distribute public data. This system allows citizens to engage in debates using Open Government Data to enhance life and business. The debates must be directed toward evidence-based decision making because they have major effects on many citizens. These decisions require extensive debate, because the evidence will be different for each stakeholder. Therefore, we focus on the use of visual media because it provides a common language among stakeholders. To display the large volumes of visual media required by various stakeholders to facilitate debate using different forms of evidence, a large-scale display is required for presenting various types of content simultaneously. Thus, we develop an interactive display system with a touch screen interface and a smart phone controller to allow simultaneous operation by multiple users. The display presents visual information using a web rendering engine, which allows the presentation of various types of visual media such as graphs, text, and pictures. Furthermore, it is expandable so that users can develop specialized applications. The results of a user study confirm that the display of multiple visual media is useful for making comparisons, although intellectual layout suggestion function will be required in order to facilitate informal communication with visual media.",Data visualization;Government;Media;Rendering (computer graphics);Visualization;Web pages,Large screen display;User Interaction;Web Application,N. Kukimoto,"Center for the Promotion of Interdiscipl. Educ. & Res., Kyoto Univ., Kyoto, Japan",2014 IEEE 28th International Conference on Advanced Information Networking and Applications,20140619,,,955,960,1550-445X;1550445X,Electronic:978-1-4799-3630-4; POD:978-1-4799-3631-1,10.1109/AINA.2014.116,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6838767,Internet;data visualisation;decision making;government data processing;graphical user interfaces;interactive systems;large screen displays;rendering (computer graphics);touch sensitive screens,Web rendering engine;evidence-based debate system;evidence-based decision making;informal communication;intellectual layout suggestion function;large screen display;large-scale interactive display;multiple visual media display;open government data visualization system;public data distribution;smart phone controller;touch screen interface;visual information,,0,,19,,,,13-16 May 2014,,IEEE,IEEE Conference Publications,,,,,,,,,,,
The impact of data fragment sizes on file type recognition,2014,"Determining the original file type of data fragments helps data recovery, spam detection, virus scanning, and network monitoring operations. In many cases, only unordered fragments of the original file are available for investigation. Therefore, we can only base on the content of a fragment to identify its file type. However, data fragments come with different sizes, as they may be the residual data recovered from storage media or network packets. It is stated that identifying the file type of larger fragments is easier than the smaller size ones [1]. Therefore, it is important to study the impact of data fragment sizes on file type recognition. In this paper, we study the results of applying machine learning technique to identify file types of data fragments of different sizes in order to find the minimum size required for file type recognition purpose.",Accuracy;Digital forensics;Entropy;Security;Support vector machine classification;Vectors,Digital forensics;file fragment classification;optimal data chunk size,K. Nguyen; D. Tran; W. Ma; D. Sharma,"Faculty of Education, Science, Technology and Mathematics, University of Canberra, ACT 2601, Australia",2014 10th International Conference on Natural Computation (ICNC),20141206,,,748,752,2157-9555;21579555,Electronic:978-1-4799-5151-2; POD:978-1-4799-5152-9,10.1109/ICNC.2014.6975930,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6975930,computer viruses;data handling;learning (artificial intelligence);unsolicited e-mail,data fragment sizes;data recovery;file type recognition purpose;machine learning technique;network monitoring operations;network packets;residual data;spam detection;storage media;virus scanning,,1,,17,,,,19-21 Aug. 2014,,IEEE,IEEE Conference Publications,,,,,,,,,,,
Data for All: A Systems Approach to Accelerate the Path from Data to Insight,2013,"Zettabytes of data are available to be harvested for competitive business advantage, sound government policies, and new insights in a broad array of applications. Yet, most of this data is inaccessible for users, since current data analysis tools require an army of technical people to find, transform, analyze, and visualize data in order to make it consumable for decision making. In this paper, we present work in progress to lower the barriers for data-driven decision making by introducing a systems approach to scale the user experience, not only in the volume and variety of data, but also in the skills required to harvest that data. We call for a new approach for data-intensive applications that engages the user as an intelligent partner in a social and intelligent conversation with data by automating, guiding, and recommending data, transformations, visualizations, analytics, and suggesting collaboration opportunities within an analytics marketplace, and leverages both metadata and semantic information about the data captured from conversations.",Artificial intelligence;Business;Collaboration;Data analysis;Data visualization;Semantics;Transforms,Analytics Marketplaces;Automatic Visualization;Conversational Interfaces;Data Integration;Schema Identification;Visual Analytics,E. Kandogan; M. Roth; C. Kieliszewski; F. Özcan; B. Schloss; M. T. Schmidt,"IBM Res., Yorktown Heights, NY, USA",2013 IEEE International Congress on Big Data,20130916,,,427,428,2379-7703;23797703,Electronic:978-0-7695-5006-0; POD:978-1-4799-0182-1,10.1109/BigData.Congress.2013.69,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6597173,data analysis;data visualisation;decision making;groupware;meta data,analytics marketplace;collaboration opportunities;data analysis tools;data analytics;data automating;data guiding;data recommending;data transformations;data visualizations;data-driven decision making;data-intensive applications;intelligent conversation;metadata;path acceleration;semantic information;social conversation;systems approach,,4,,4,,,,June 27 2013-July 2 2013,,IEEE,IEEE Conference Publications,,,,,,,,,,,
DQFIRD: Towards Data Quality-Based Filtering and Ranking of Datasets for Data Portals,2016,"The Data on the Web Best Practices Working Group, as part of W3C Data Activity, is standardizing the Data Quality Vocabulary (DQV) for expressing data quality of datasets published on the Web. By exploiting such DQV-based quality metadata associated to the datasets in a data portal, data consumers can achieve data quality-based filtering and ranking of datasets on the portal's conventional search results to obtain desired datasets with high data-quality. Despite the significant progress in standardization, there is a lack of systematic research on approaches and tools for data quality-based filtering and ranking of Web published datasets. This paper therefore proposes a generic software framework for Data Quality-based Filtering and Ranking of Datasets (DQFIRD) in data portals. DQFIRD adopts faceted search (or faceted exploration) techniques to filter the search results of a data portal based on quality metadata about the resulting datasets, and then ranks the filtered datasets according to numeric values of quality measurements in the metadata. We designed the main algorithms of DQFIRD and implemented a prototype of DQFIRD using Java and Jena API. Furthermore, we used the prototype to conduct case study experiments and time efficiency test on the Faceted Taxonomy Materialization (FTM) algorithm, the most time-consuming online operation algorithm in DQFIRD. The results indicate that the proposed DQFIRD approach is implementable and effective, and it has low time complexity because the run-time of the FTM algorithm exhibits approximately a linear growth rate as the size of the relevant dataset quality metadata increases.",Context;Data models;Prototypes;Resource description framework;User interfaces;Visualization;W3C,Data Quality Vocabulary (DQV);data portal;data quality-based filtering and ranking;datasets;faceted search;quality metadata,W. Xia; Z. Xu; J. Wei; H. Tian,"Coll. of Comput. & Inf., Hohai Univ., Nanjing, China",2016 13th Web Information Systems and Applications Conference (WISA),20170316,,,18,23,,Electronic:978-1-5090-5437-4; POD:978-1-5090-5438-1,10.1109/WISA.2016.14,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7799648,Java;application program interfaces;data handling;information filtering;meta data;portals;vocabulary,DQFIRD;DQV-based quality metadata;FTM algorithm;Java;Jena API;W3C Data Activity;Web Best Practices Working Group;data portals;data quality vocabulary;data quality-based filtering;data quality-based ranking;faceted exploration techniques;faceted search techniques;faceted taxonomy materialization;online operation algorithm,,,,,,,,23-25 Sept. 2016,,IEEE,IEEE Conference Publications,,,,,,,,,,,
NASA Technology Transfer System: Under the hood,2012,"This paper discusses the modern approach of the implementation NASA Technology Transfer System as a Software as a Service (SaaS) for NASA as a way to reduce cost and increase efficiency. To accommodate scalability and flexibility, a private cloud called XML Datastore (XD) is used as the foundation to provide a SaaS framework. This is implemented to support three verticals, which consists of the NASA Office of Chief Technology, the NASA Office of Chief Engineer and the NASA Office of General Council for a streamlined technology transfer process. The private cloud/SaaS implementation deploys the software as an application hosted on NASA's internal networks. External services to NASA (non-intramural cloud services) failed to provide a guarantee for responsibility for any accountability inherited against safeguarding the sensitive nature of NASA data. But similar to external cloud services, NTTS eliminates the need to install independently stove piped applications by each NASA center and alleviates the burden of software maintenance, ongoing operation, and support for each individual NASA center. From a NASA software acquisition perspective, NASA uses a combination of open source software as well as some specific NASA plug-in, on-demand software. This paper briefly describes how NTTS is supported using the XML Datastore (XD) Framework. XD Framework is an open and extensible database architecture that supports efficient and flexible integration of heterogeneous and distributed information resources. As a fact, XD Framework provides a “schema-less�?datastore approach using a document-centered object-relational XML database mapping. This enables structured, unstructured, and semi-structured information to be integrated without requiring document schemas or translation tables. XD Framework utilizes existing international protocol standards of the World Wide Web Consortium Architecture Domain and the Internet Engineering Task Force, primarily HTTP, XML and - ebDAV. Through a combination of these international protocols, universal database record identifiers, and physical address data types, XD enables an unlimited number of desktops and distributed information sources to be linked seamlessly and efficiently into an information grid. XD Framework has been used to create a powerful set of novel information management systems for a variety of scientific and engineering applications.",Data models;Distributed databases;NASA;Protocols;Software;XML,,D. Maluf; M. Gurram; T. Okimura,"NASA Ames Research Center, NASA Ames Research Center, Moffett Field, CA 94035",2012 IEEE Aerospace Conference,20120419,,,1,6,1095-323X;1095323X,Electronic:978-1-4577-0557-1; POD:978-1-4577-0556-4,10.1109/AERO.2012.6187422,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6187422,Internet;Web sites;XML;aerospace computing;hypermedia;software maintenance;transport protocols,HTTP;Internet Engineering Task Force;NASA Office of Chief Engineer;NASA Office of Chief Technology;NASA Office of General Council;NASA internal networks;NASA software acquisition;NASA technology transfer system;SaaS framework;WebDAV;World Wide Web;XML Datastore;consortium architecture domain;document-centered XML database mapping;international protocol standards;object-relational XML database mapping;on-demand software;private cloud;software as a service;software maintenance;streamlined technology transfer,,0,,10,,,,3-10 March 2012,,IEEE,IEEE Conference Publications,,,,,,,,,,,
A survey of recent technologies and challenges in big data utilizations,2015,"With incoming data era from early 2010's, the word “Big Data�?has been taken focus in many of research and development areas. The final purpose of Big Data research is the efficient utilization of useful information; however, the process involves a lot of complex subjects like data processing, data mining, and etc. In this paper, we summarize and discuss the subjects in area of Big Data analysis, for a clearer understanding of scientific challenges in Big Data researches.",Big data;Business;Data mining;Data visualization;Google;Media,Big Data;Data Analysis;Data Mining;Data Processing;Open Data,J. Zhang; X. Yao; G. Han; Y. Gui,"Dept. IOT Engineering, Hohai University, Changzhou, China",2015 International Conference on Information and Communication Technology Convergence (ICTC),20151217,,,497,499,,Electronic:978-1-4673-7116-2; POD:978-1-4673-7117-9; USB:978-1-4673-7115-5,10.1109/ICTC.2015.7354594,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7354594,Big Data,Big Data analysis;Big Data utilization;useful information utilization,,2,,11,,,,28-30 Oct. 2015,,IEEE,IEEE Conference Publications,,,,,,,,,,,
An analysis of enterprise architectures using general systems theory,2011,"After repeated attempts to improve methods for developing the enterprise architectures used during complex Department of Defense (DoD) projects, consensus from project managers still indicates the architecture modeling process is costly and returns less that cost-effective benefits. A recent proposal from within the DoD to incorporate Semantic Web techniques into the process promises to resolve identified EA issues. The purpose of this study is to examine the proposed improvements using the Zachman Framework, regarded as a lexicon for understanding architectures; and systems principles as a qualitative predictor of the effectiveness of this approach. General systems theory is concerned with the wholeness of systems order not understandable by investigation of their respective parts in isolation. Conclusions of this analysis show that proposed changes should yield some improvement in the area of EA reusability, however, the methods fall short of incorporating major system principle aspects of hierarchy, and holism.",Computer architecture;Ontologies;Standards organizations;US Department of Defense,Enterprise Architecture;General Systems Theor;hierarchy;holism,C. A. Hoyland,"National Centers of System of Systems Engineering, Old Dominion University, Norfolk, VA, USA","2011 IEEE International Conference on Systems, Man, and Cybernetics",20111121,,,340,344,1062-922X;1062922X,Electronic:978-1-4577-0653-0; POD:978-1-4577-0652-3,10.1109/ICSMC.2011.6083688,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6083688,business data processing;corporate modelling;project management;semantic Web,EA reusability;Zachman framework;architecture modeling process;complex department of defense project;cost-effective benefit;enterprise architectures analysis;general system theory;identified EA issue;incorporate semantic Web technique;project manager,,1,,20,,,,9-12 Oct. 2011,,IEEE,IEEE Conference Publications,,,,,,,,,,,
